episode,step,potato_index,angle,x,y,reward,tower_height,contacts,dx,dy,potatoes_used
107,4,1,0.0,414.31,468.22,73.76,31.82,1,2.26,-47.12,2
107,5,3,120.0,416.44,421.06,47.46,31.33,1,128.48,47.56,3
108,1,0,120.0,400.00,500.00,77.85,24.81,1,0.00,0.00,1
108,3,2,180.0,398.22,475.19,73.18,24.83,1,3.89,-54.14,2
108,4,3,60.0,395.12,421.03,73.03,24.82,2,67.30,-15.73,3
109,1,2,150.0,400.00,500.00,88.37,30.92,1,0.00,0.00,1
109,2,0,30.0,396.53,469.08,38.13,26.34,1,118.12,4.59,2
109,3,1,60.0,281.07,473.66,80.45,26.48,2,52.90,-9.69,3
110,1,1,150.0,400.00,500.00,72.23,26.11,1,0.00,0.00,1
110,2,0,150.0,415.09,473.89,53.80,26.86,1,12.67,-36.91,2
110,3,3,60.0,433.09,436.23,53.79,26.88,1,88.50,11.36,3
111,1,3,120.0,400.00,500.00,73.33,26.67,1,0.00,0.00,1
111,4,4,270.0,423.48,473.33,37.72,26.67,1,104.16,-23.91,2
111,5,1,240.0,321.19,449.43,50.68,27.76,1,88.23,-35.95,3
112,1,3,0.0,400.00,500.00,89.16,30.14,1,0.00,0.00,1
112,2,1,30.0,398.88,469.86,85.16,30.14,1,4.08,-46.61,2
112,3,2,300.0,395.02,423.25,65.35,30.14,1,82.18,42.45,3
113,1,0,90.0,400.00,500.00,69.79,24.89,1,0.00,0.00,1
113,2,4,150.0,425.27,475.11,65.30,25.22,2,47.49,-28.16,2
113,4,2,270.0,365.01,446.62,36.65,24.99,1,147.76,18.90,3
114,1,1,30.0,400.00,500.00,68.44,24.22,1,0.00,0.00,1
114,2,2,300.0,388.80,475.78,24.99,24.26,1,158.12,-9.50,2
114,3,3,120.0,230.63,466.24,56.82,24.26,1,4.68,-53.78,3
115,1,1,330.0,400.00,500.00,68.68,24.34,1,0.00,0.00,1
115,3,2,180.0,418.05,475.66,35.85,24.35,1,105.96,-8.29,2
115,4,0,270.0,523.99,467.36,58.33,24.35,1,4.14,-47.69,3
115,5,4,300.0,519.83,419.65,84.25,24.37,2,68.70,3.69,4
116,1,1,330.0,400.00,500.00,68.68,24.34,1,0.00,0.00,1
116,2,2,0.0,418.05,475.66,64.12,24.36,1,16.63,-47.44,2
116,4,4,30.0,401.78,428.21,36.36,24.36,1,150.01,-11.78,3
117,1,3,0.0,400.00,500.00,89.16,30.14,1,0.00,0.00,1
117,2,4,180.0,398.88,469.86,86.02,30.13,1,4.43,-56.26,2
117,3,0,150.0,402.10,413.61,101.72,30.17,1,0.83,-57.96,3
117,4,2,180.0,406.85,356.88,38.03,30.14,1,200.89,110.41,4
118,1,4,180.0,400.00,500.00,96.13,35.63,1,0.00,0.00,1
118,3,1,330.0,394.87,464.37,91.22,35.61,1,4.31,-59.13,2
118,4,0,240.0,392.68,405.25,112.58,35.63,1,2.16,-42.48,3
119,1,4,210.0,400.00,500.00,91.83,35.92,1,0.00,0.00,1
119,3,2,240.0,415.97,464.08,47.28,32.84,1,138.67,3.38,2
119,5,3,0.0,274.57,467.16,75.11,32.82,1,0.66,-51.99,3
120,1,2,180.0,400.00,500.00,86.31,31.56,1,0.00,0.00,1
120,2,1,330.0,406.82,468.44,40.48,26.81,1,110.94,4.76,2
120,3,3,0.0,518.33,473.19,64.73,26.83,1,0.11,-44.57,3
121,1,1,150.0,400.00,500.00,72.23,26.11,1,0.00,0.00,1
121,2,4,300.0,415.09,473.89,16.48,26.08,1,214.64,-13.74,2
121,4,0,150.0,629.87,460.18,48.03,26.08,1,112.05,8.61,3
122,1,1,240.0,400.00,500.00,72.14,26.07,1,0.00,0.00,1
122,2,2,30.0,377.07,473.93,62.63,26.09,1,0.97,-46.79,2
122,4,4,210.0,376.29,427.11,75.68,26.65,2,75.94,-12.17,3
123,1,2,120.0,400.00,500.00,82.82,31.41,1,0.00,0.00,1
123,2,4,120.0,411.07,468.59,77.36,31.45,1,12.40,-59.17,2
123,3,0,270.0,401.23,409.38,35.29,24.72,1,143.44,27.34,3
123,4,1,180.0,505.94,475.28,62.58,24.73,1,84.00,-0.47,4
123,5,3,210.0,589.72,474.80,53.06,24.75,2,24.67,-32.47,5
124,1,4,300.0,400.00,500.00,86.05,38.02,1,0.00,0.00,1
124,2,3,0.0,446.96,461.98,72.58,38.04,1,4.74,-62.73,2
124,3,0,120.0,450.60,399.24,26.99,31.55,1,211.64,68.89,3
124,4,2,300.0,662.77,468.45,71.51,31.56,1,106.00,-2.01,4
125,1,1,300.0,400.00,500.00,59.13,24.57,1,0.00,0.00,1
125,2,0,270.0,435.06,475.43,55.83,24.57,1,63.15,-3.42,2
125,3,4,210.0,371.93,472.01,56.87,24.57,1,6.02,-55.34,3
126,1,0,90.0,400.00,500.00,69.79,24.89,1,0.00,0.00,1
126,2,2,60.0,425.27,475.11,42.98,24.89,1,76.52,-7.46,2
126,3,3,0.0,350.62,467.65,59.28,24.89,1,0.12,-52.40,3
127,1,1,120.0,400.00,500.00,62.59,26.30,1,0.00,0.00,1
127,2,4,30.0,431.38,473.70,23.38,26.60,1,184.61,-14.53,2
127,4,0,210.0,247.50,458.87,26.40,24.41,1,195.42,16.68,3
128,1,2,270.0,400.00,500.00,92.56,31.28,1,0.00,0.00,1
128,2,3,180.0,400.01,468.72,80.60,31.29,2,43.94,-15.97,2
128,4,0,180.0,356.30,452.74,67.94,31.32,1,4.49,-68.97,3
129,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
129,2,1,180.0,421.41,463.04,39.56,25.20,1,92.41,11.77,2
129,3,3,60.0,511.66,474.80,77.55,25.20,2,16.10,-48.17,3
129,5,2,210.0,493.74,426.62,68.47,25.22,1,4.48,-55.32,4
130,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
130,2,4,270.0,377.85,478.80,51.23,21.27,2,78.08,-28.44,2
130,3,1,210.0,301.89,450.29,49.42,21.20,1,0.34,-64.55,3
130,4,2,180.0,299.82,388.84,106.29,28.78,2,54.04,-2.35,4
131,1,0,300.0,400.00,500.00,84.27,28.24,1,0.00,0.00,1
131,2,2,150.0,402.21,471.76,80.22,28.24,1,3.41,-50.14,2
131,4,1,240.0,405.56,421.61,39.61,25.06,1,144.44,8.07,3
132,1,0,180.0,400.00,500.00,71.14,23.87,1,0.00,0.00,1
132,4,2,270.0,393.40,476.13,37.51,23.94,1,94.08,-7.70,2
132,5,3,330.0,298.95,468.36,53.93,23.94,1,11.67,-58.05,3
133,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
133,3,2,150.0,377.85,478.80,33.89,21.26,1,80.29,-12.85,2
134,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
134,2,0,210.0,377.85,478.80,50.69,21.24,1,3.63,-55.35,2
134,5,2,90.0,383.42,423.40,68.74,21.20,2,49.43,18.82,3
135,1,2,210.0,400.00,500.00,85.63,31.11,1,0.00,0.00,1
135,2,3,180.0,393.40,468.89,71.68,31.17,1,8.80,-44.52,2
135,4,4,0.0,384.66,424.30,64.41,31.13,1,86.55,2.66,3
136,1,4,300.0,400.00,500.00,86.05,38.02,1,0.00,0.00,1
136,2,3,120.0,446.96,461.98,70.86,38.05,1,17.26,-58.95,2
136,3,1,120.0,437.14,403.00,82.89,29.51,2,66.45,14.17,3
136,4,2,120.0,302.99,470.49,64.60,24.88,1,67.11,-8.67,4
137,1,2,330.0,400.00,500.00,85.36,32.68,1,0.00,0.00,1
137,2,0,270.0,428.22,467.32,74.91,32.68,1,4.15,-48.05,2
137,3,1,150.0,424.14,419.27,44.61,25.07,1,72.24,55.42,3
137,5,3,150.0,352.74,474.93,91.51,25.07,2,1.01,-42.21,4
138,1,2,330.0,400.00,500.00,85.36,32.68,1,0.00,0.00,1
138,2,3,0.0,428.22,467.32,64.17,32.65,1,3.44,-52.26,2
138,3,4,120.0,432.34,415.08,42.01,32.66,1,174.84,41.74,3
138,4,1,120.0,608.36,457.11,54.51,24.85,1,107.88,18.06,4
139,1,3,270.0,400.00,500.00,125.81,47.91,1,0.00,0.00,1
139,2,0,330.0,400.01,452.09,42.69,27.91,1,95.58,20.01,2
139,3,4,0.0,311.87,472.09,63.20,27.92,1,8.02,-55.13,3
140,1,2,120.0,400.00,500.00,82.82,31.41,1,0.00,0.00,1
140,2,4,0.0,411.07,468.59,32.59,31.39,1,185.93,-15.02,2
141,1,4,300.0,400.00,500.00,86.05,38.02,1,0.00,0.00,1
141,3,0,120.0,446.96,461.98,73.97,38.03,1,2.63,-57.78,2
141,4,2,300.0,448.48,404.19,15.47,24.17,1,255.37,-8.96,3
141,5,1,180.0,356.78,466.87,93.13,24.17,2,32.50,-43.55,4
142,1,2,120.0,400.00,500.00,82.82,31.41,1,0.00,0.00,1
142,2,3,180.0,411.07,468.59,81.48,31.39,2,42.39,-14.10,2
142,3,4,210.0,367.68,454.52,39.95,31.40,1,209.45,4.78,3
143,1,4,300.0,400.00,500.00,86.05,38.02,1,0.00,0.00,1
143,2,1,300.0,446.96,461.98,36.43,26.56,1,121.95,11.49,2
143,3,0,300.0,570.07,473.44,44.09,25.23,1,129.99,1.89,3
143,5,3,60.0,705.08,474.77,63.93,25.24,1,56.71,-26.07,4
144,1,4,180.0,400.00,500.00,96.13,35.63,1,0.00,0.00,1
144,2,0,60.0,394.87,464.37,88.44,35.61,1,6.57,-62.73,2
144,4,1,300.0,391.08,401.66,87.38,31.24,2,58.12,17.38,3
144,5,2,180.0,256.20,468.76,55.88,26.56,1,128.20,-7.99,4
145,1,1,180.0,400.00,500.00,79.15,25.93,1,0.00,0.00,1
145,2,3,330.0,402.71,474.07,35.05,25.95,1,132.11,-2.11,2
145,4,0,210.0,537.36,471.94,75.05,25.98,2,72.74,-11.76,3
145,5,4,60.0,465.82,460.08,19.13,28.01,1,270.84,-13.66,4
146,1,2,270.0,400.00,500.00,92.56,31.28,1,0.00,0.00,1
146,2,1,300.0,400.01,468.72,89.92,31.29,1,0.73,-60.72,2
146,4,4,300.0,399.64,407.99,20.77,27.13,1,246.45,-21.00,3
147,1,4,60.0,400.00,500.00,85.48,37.74,1,0.00,0.00,1
147,2,3,30.0,459.06,462.26,69.61,37.74,1,7.11,-72.24,2
147,3,2,300.0,462.03,390.02,89.35,32.90,2,75.92,6.32,3
147,4,0,90.0,704.87,467.10,84.53,32.64,1,2.04,-51.75,4
147,5,1,120.0,703.37,415.61,-19971.37,-9055.67,0,488.73,9136.41,5
148,1,2,300.0,400.00,500.00,82.03,31.01,1,0.00,0.00,1
148,3,1,60.0,380.70,468.99,44.77,27.06,1,92.84,3.94,2
148,4,3,120.0,287.57,472.94,81.84,27.15,2,23.40,-38.87,3
148,5,0,240.0,311.87,433.98,74.91,27.14,1,0.14,-46.70,4
149,1,4,240.0,400.00,500.00,101.68,35.87,1,0.00,0.00,1
149,2,0,270.0,400.05,464.13,25.35,24.72,1,159.22,11.24,2
149,4,1,330.0,560.50,475.28,50.19,24.73,1,94.17,-2.11,3
149,5,2,240.0,655.23,473.16,62.77,24.73,1,77.42,-6.00,4
150,1,1,270.0,400.00,500.00,62.64,26.32,1,0.00,0.00,1
150,2,3,120.0,359.55,473.68,80.03,27.81,2,59.39,-18.60,2
150,5,4,270.0,410.65,453.59,67.09,26.34,1,19.50,-58.44,3
151,1,4,180.0,400.00,500.00,96.13,35.63,1,0.00,0.00,1
151,2,3,180.0,394.87,464.37,67.65,36.74,1,72.50,-6.66,2
151,4,0,240.0,306.22,456.60,76.00,36.73,1,20.83,-66.45,3
152,1,2,240.0,400.00,500.00,83.56,31.78,1,0.00,0.00,1
152,2,1,330.0,414.31,468.22,42.34,27.39,1,107.82,4.39,2
152,3,4,330.0,523.47,472.61,33.60,27.36,1,192.75,-12.82,3
152,4,0,90.0,717.77,459.82,-24013.60,-10852.68,0,598.12,10893.06,4
153,1,3,90.0,400.00,500.00,68.14,29.07,1,0.00,0.00,1
153,5,4,60.0,446.60,470.93,53.94,29.07,1,7.84,-63.16,2
154,1,3,120.0,400.00,500.00,73.33,26.67,1,0.00,0.00,1
154,3,4,90.0,423.48,473.33,61.62,26.71,2,85.06,-23.87,2
154,4,2,0.0,340.59,449.42,92.37,26.66,2,64.70,-27.08,3
155,1,3,300.0,400.00,500.00,60.89,25.44,1,0.00,0.00,1
155,2,4,180.0,306.97,474.56,5.41,25.44,1,265.78,-11.57,2
155,4,0,270.0,43.46,462.99,-26111.44,-11792.63,0,702.76,11828.21,3
156,1,4,60.0,400.00,500.00,85.48,37.74,1,0.00,0.00,1
156,3,3,180.0,459.06,462.26,70.94,37.74,1,6.88,-65.81,2
156,4,2,90.0,462.44,396.45,26.28,31.33,1,229.98,51.96,3
157,1,0,240.0,400.00,500.00,75.72,24.70,1,0.00,0.00,1
157,2,2,180.0,403.67,475.30,57.60,24.66,1,5.49,-53.16,2
157,4,1,330.0,410.02,422.18,46.68,24.34,1,103.68,6.35,3
158,1,3,150.0,400.00,500.00,73.29,24.13,1,0.00,0.00,1
158,2,4,0.0,404.97,475.87,69.54,24.13,1,10.87,-60.16,2
158,3,1,30.0,395.49,415.71,95.20,24.13,1,8.02,-57.23,3
158,4,2,150.0,399.98,359.90,118.30,24.13,1,0.29,-49.09,4
158,5,0,0.0,399.91,311.31,76.96,24.15,1,75.98,5.77,5
159,1,2,330.0,400.00,500.00,85.36,32.68,1,0.00,0.00,1
159,2,4,150.0,428.22,467.32,63.27,32.70,1,2.75,-57.92,2
159,3,3,30.0,430.07,409.38,88.99,32.63,2,79.33,-2.08,3
159,4,0,120.0,564.92,449.75,82.64,32.67,1,1.52,-61.95,4
160,1,3,150.0,400.00,500.00,73.29,24.13,1,0.00,0.00,1
160,2,4,30.0,404.97,475.87,15.74,24.12,1,192.03,-20.53,2
160,3,1,30.0,215.07,455.34,54.10,24.12,1,9.72,-61.03,3
160,4,2,90.0,220.04,394.30,21.87,24.17,3,45.67,36.63,4
161,1,0,180.0,400.00,500.00,71.14,23.87,1,0.00,0.00,1
161,3,1,60.0,393.40,476.13,42.56,25.78,1,93.96,-1.05,2
161,4,3,0.0,281.53,473.17,62.63,25.78,1,0.06,-44.59,3
162,1,0,120.0,400.00,500.00,77.85,24.81,1,0.00,0.00,1
162,2,3,240.0,398.22,475.19,62.11,24.16,2,50.25,-30.75,2
162,3,4,30.0,459.48,445.09,39.07,24.17,1,135.67,10.67,3
162,4,2,90.0,322.38,460.35,52.57,24.17,1,122.02,6.83,4
163,1,2,90.0,400.00,500.00,92.87,31.73,1,0.00,0.00,1
163,3,1,90.0,399.42,468.27,90.56,31.72,1,0.35,-60.35,2
163,4,3,180.0,399.26,407.94,67.72,31.72,1,59.55,-19.07,3
163,5,4,330.0,516.31,445.15,96.40,31.73,2,49.27,-36.02,4
164,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
164,2,2,60.0,421.41,463.04,79.95,36.97,1,5.60,-64.41,2
165,1,1,270.0,400.00,500.00,62.64,26.32,1,0.00,0.00,1
165,2,3,240.0,359.55,473.68,87.64,34.33,2,46.67,-8.50,2
165,4,2,210.0,291.80,457.17,36.22,29.29,1,208.71,3.14,3
166,1,1,120.0,400.00,500.00,62.59,26.30,1,0.00,0.00,1
166,2,4,180.0,431.38,473.70,61.68,26.34,1,4.30,-50.71,2
166,4,0,0.0,426.58,422.94,51.52,25.95,1,68.88,33.02,3
167,1,2,240.0,400.00,500.00,83.56,31.78,1,0.00,0.00,1
167,2,1,30.0,414.31,468.22,46.13,27.03,1,84.90,4.75,2
167,3,4,150.0,328.66,472.97,63.49,26.96,1,2.13,-50.01,3
167,5,0,300.0,326.63,423.03,33.61,25.25,1,184.39,50.08,4
168,1,2,120.0,400.00,500.00,82.82,31.41,1,0.00,0.00,1
168,3,1,60.0,411.07,468.59,40.59,26.86,1,111.06,4.55,2
168,4,4,300.0,520.14,473.14,26.28,26.77,1,223.90,-12.45,3
169,1,2,30.0,400.00,500.00,93.09,31.61,1,0.00,0.00,1
169,3,4,30.0,399.86,468.39,88.24,31.57,1,0.11,-61.53,2
170,1,1,300.0,400.00,500.00,59.13,24.57,1,0.00,0.00,1
170,2,3,330.0,435.06,475.43,34.61,24.59,1,119.30,-3.48,2
170,3,2,30.0,554.89,471.93,68.78,24.57,2,71.83,-29.98,3
171,1,3,300.0,400.00,500.00,60.89,25.44,1,0.00,0.00,1
171,2,1,180.0,306.97,474.56,49.95,25.45,1,2.86,-51.91,2
172,1,0,90.0,400.00,500.00,69.79,24.89,1,0.00,0.00,1
172,2,1,30.0,425.27,475.11,31.87,24.96,1,130.10,-10.14,2
172,4,3,240.0,278.96,464.90,76.69,24.83,2,46.88,-18.01,3
172,5,2,120.0,355.28,454.39,37.56,24.86,1,201.16,9.58,4
173,1,4,120.0,400.00,500.00,90.81,35.40,1,0.00,0.00,1
173,2,1,60.0,413.13,464.60,38.47,24.36,1,89.60,11.62,2
173,3,0,270.0,341.41,475.64,75.87,24.38,2,60.79,-3.64,3
173,5,3,90.0,280.64,471.99,64.03,24.37,1,9.54,-64.01,4
174,1,3,300.0,400.00,500.00,60.89,25.44,1,0.00,0.00,1
174,2,4,270.0,306.97,474.56,59.53,25.57,2,83.73,-24.32,2
174,4,1,150.0,226.33,450.11,57.57,25.64,1,2.64,-65.91,3
175,1,2,180.0,400.00,500.00,86.31,31.56,1,0.00,0.00,1
175,2,0,210.0,406.82,468.44,33.31,25.02,1,127.12,6.55,2
175,3,1,240.0,280.14,474.98,79.56,25.08,2,40.39,-12.63,3
175,4,3,180.0,239.76,462.29,60.69,25.04,1,95.57,1.37,4
176,1,4,30.0,400.00,500.00,95.37,37.68,1,0.00,0.00,1
176,2,0,60.0,381.16,462.32,23.79,25.70,1,176.08,12.00,2
176,3,1,240.0,554.45,474.30,71.56,25.72,2,98.47,-0.93,3
176,5,3,60.0,454.62,473.35,87.30,25.06,2,14.51,-49.59,4
177,1,3,120.0,400.00,500.00,73.33,26.67,1,0.00,0.00,1
177,2,4,60.0,423.48,473.33,58.53,26.67,1,9.24,-64.82,2
177,4,0,60.0,418.81,408.50,23.54,25.72,1,175.82,63.62,3
177,5,1,300.0,589.07,474.28,68.57,25.73,1,63.60,-0.85,4
178,1,4,0.0,400.00,500.00,103.67,36.84,1,0.00,0.00,1
178,2,1,60.0,400.01,463.16,100.60,36.85,1,5.45,-57.05,2
178,3,0,240.0,399.40,406.11,26.84,24.65,1,143.78,68.52,3
179,1,1,240.0,400.00,500.00,72.14,26.07,1,0.00,0.00,1
179,2,0,0.0,377.07,473.93,69.28,26.72,1,13.48,-39.55,2
179,4,2,150.0,396.45,433.73,29.21,26.72,1,186.33,34.78,3
180,1,0,120.0,400.00,500.00,77.85,24.81,1,0.00,0.00,1
180,2,2,180.0,398.22,475.19,73.18,24.83,1,3.89,-54.14,2
180,5,1,60.0,395.12,421.03,50.15,24.83,1,92.84,4.72,3
181,1,4,30.0,400.00,500.00,95.37,37.68,1,0.00,0.00,1
181,3,2,30.0,381.16,462.32,81.55,37.69,1,6.15,-63.00,2
181,4,1,180.0,384.26,399.31,54.08,25.20,1,73.99,7.61,3
181,5,0,30.0,529.16,474.80,85.38,25.21,2,35.42,-39.75,4
182,1,0,60.0,400.00,500.00,86.66,28.39,1,0.00,0.00,1
182,2,2,330.0,400.11,471.61,83.20,28.44,1,2.24,-51.59,2
182,4,4,210.0,402.92,419.97,52.68,28.47,1,134.64,36.69,3
183,1,1,150.0,400.00,500.00,72.23,26.11,1,0.00,0.00,1
183,2,0,210.0,415.09,473.89,63.03,26.11,1,1.75,-44.23,2
183,4,2,330.0,413.25,429.66,78.24,26.80,2,47.06,29.72,3
183,5,4,150.0,491.00,467.30,90.46,26.86,2,4.40,-61.92,4
184,1,3,330.0,400.00,500.00,84.95,32.48,1,0.00,0.00,1
184,2,1,120.0,416.24,467.52,35.09,24.85,1,115.43,7.63,2
184,3,4,330.0,531.07,475.15,32.60,24.86,1,168.88,-16.67,3
185,1,0,150.0,400.00,500.00,74.38,23.79,1,0.00,0.00,1
185,3,4,150.0,403.20,476.21,31.78,23.81,1,109.09,-20.13,2
185,4,3,0.0,296.93,456.05,55.61,23.81,1,4.04,-56.07,3
186,1,1,90.0,400.00,500.00,63.17,26.59,1,0.00,0.00,1
186,2,0,150.0,448.41,473.41,54.89,27.37,1,12.93,-36.33,2
186,4,3,120.0,466.65,436.30,41.31,27.38,1,136.62,30.62,3
187,1,1,330.0,400.00,500.00,68.68,24.34,1,0.00,0.00,1
187,2,4,330.0,418.05,475.66,22.27,24.36,1,166.20,-16.03,2
187,3,3,90.0,586.22,459.61,52.24,24.36,1,77.31,-5.11,3
188,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
188,3,2,330.0,421.41,463.04,55.46,31.90,1,86.63,5.08,2
188,4,3,0.0,509.72,468.10,72.42,31.92,1,4.21,-52.86,3
189,1,1,0.0,400.00,500.00,76.48,24.21,1,0.00,0.00,1
189,4,3,180.0,401.95,475.79,69.36,24.23,1,11.14,-38.20,2
190,1,0,150.0,400.00,500.00,74.38,23.79,1,0.00,0.00,1
190,2,4,330.0,403.20,476.21,71.35,23.82,1,10.06,-58.70,2
190,4,1,300.0,397.47,417.48,25.74,24.57,1,198.97,18.00,3
191,1,3,90.0,400.00,500.00,68.14,29.07,1,0.00,0.00,1
191,2,0,300.0,446.60,470.93,57.93,29.08,1,2.23,-48.86,2
191,3,4,30.0,444.31,422.06,36.87,28.49,1,184.45,-16.14,3
192,1,1,330.0,400.00,500.00,68.68,24.34,1,0.00,0.00,1
192,2,4,330.0,418.05,475.66,22.27,24.36,1,166.20,-16.03,2
192,3,0,60.0,586.22,459.61,50.81,24.36,1,74.85,14.72,3
192,4,3,0.0,659.70,474.30,87.57,24.36,2,4.63,-51.13,4
193,1,2,90.0,400.00,500.00,92.87,31.73,1,0.00,0.00,1
193,2,1,210.0,399.42,468.27,83.33,31.74,1,7.82,-48.73,2
193,3,3,300.0,391.15,419.53,74.03,25.62,2,67.47,18.56,3
194,1,2,240.0,400.00,500.00,83.56,31.78,1,0.00,0.00,1
194,4,1,180.0,414.31,468.22,73.21,31.80,1,3.16,-48.78,2
194,5,4,120.0,417.44,419.42,72.63,31.83,1,54.23,-0.90,3
195,1,2,150.0,400.00,500.00,88.37,30.92,1,0.00,0.00,1
195,3,0,150.0,396.53,469.08,41.47,26.59,1,104.18,4.37,2
195,4,4,210.0,292.68,473.41,78.92,26.59,2,49.87,-21.41,3
195,5,1,150.0,244.84,452.00,80.40,26.62,2,94.70,-19.52,4
196,1,2,270.0,400.00,500.00,92.56,31.28,1,0.00,0.00,1
196,2,0,270.0,400.01,468.72,28.41,24.72,1,148.57,6.57,2
196,3,1,30.0,251.45,475.28,50.79,24.72,1,91.00,-2.25,3
197,1,2,30.0,400.00,500.00,93.09,31.61,1,0.00,0.00,1
197,2,4,180.0,399.86,468.39,89.44,31.59,1,2.96,-58.88,2
197,3,0,150.0,401.37,409.53,108.77,31.59,1,1.22,-58.03,3
198,1,1,300.0,400.00,500.00,59.13,24.57,1,0.00,0.00,1
198,2,4,210.0,435.06,475.43,48.11,24.57,1,2.20,-53.01,2
198,3,3,270.0,437.84,422.42,25.46,24.58,1,208.63,9.87,3
199,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
199,2,2,210.0,377.85,478.80,33.20,21.27,1,84.86,-11.86,2
199,4,0,270.0,295.02,466.87,52.40,21.27,1,3.54,-47.13,3
200,1,4,240.0,400.00,500.00,101.68,35.87,1,0.00,0.00,1
200,2,2,210.0,400.05,464.13,33.57,31.16,1,189.04,4.76,2
200,3,0,30.0,591.43,468.84,63.60,27.57,1,54.16,3.54,3
201,1,0,270.0,400.00,500.00,72.25,24.72,1,0.00,0.00,1
201,2,1,120.0,392.81,475.28,46.77,24.72,1,50.08,-13.32,2
201,3,4,30.0,442.97,461.95,51.48,24.74,1,86.66,-3.32,3
201,4,3,300.0,524.93,460.31,79.02,24.74,2,54.75,-47.59,4
201,5,2,90.0,478.27,412.74,49.93,24.77,1,221.98,51.06,5
202,1,2,90.0,400.00,500.00,92.87,31.73,1,0.00,0.00,1
202,2,3,270.0,399.42,468.27,88.37,31.72,1,0.46,-70.86,2
202,5,4,0.0,399.19,397.42,55.41,31.77,1,129.32,61.29,3
203,1,0,150.0,400.00,500.00,74.38,23.79,1,0.00,0.00,1
203,2,1,180.0,403.20,476.21,69.06,25.31,2,45.42,-12.34,2
203,3,4,0.0,343.39,462.35,54.26,25.11,1,72.96,-6.85,3
203,4,2,90.0,271.08,457.92,83.47,25.14,2,45.70,-38.31,4
204,1,1,330.0,400.00,500.00,68.68,24.34,1,0.00,0.00,1
204,2,2,300.0,418.05,475.66,24.87,24.35,1,159.77,-9.37,2
204,4,4,150.0,258.23,466.28,75.48,24.35,2,58.89,-7.18,3
205,1,4,120.0,400.00,500.00,90.81,35.40,1,0.00,0.00,1
205,2,2,120.0,413.13,464.60,49.92,33.13,1,129.44,2.28,2
205,3,0,90.0,282.77,466.87,96.17,33.15,2,50.29,-0.35,3
205,5,3,150.0,332.88,466.50,105.83,32.26,2,0.05,-43.44,4
206,1,3,180.0,400.00,500.00,66.77,22.20,1,0.00,0.00,1
206,2,2,30.0,392.36,477.80,21.01,22.12,1,155.52,-10.66,2
206,5,0,60.0,238.03,467.22,53.99,22.12,1,0.97,-50.33,3
207,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
207,2,3,270.0,421.41,463.04,76.36,36.98,1,6.73,-81.24,2
207,3,0,270.0,425.53,381.79,62.97,28.44,2,80.34,89.19,3
208,1,1,270.0,400.00,500.00,62.64,26.32,1,0.00,0.00,1
208,2,2,210.0,359.55,473.68,52.90,27.81,1,21.63,-41.97,2
208,3,4,240.0,331.19,430.22,63.30,28.63,1,9.53,-60.25,3
208,4,3,300.0,330.89,373.25,-434.91,-190.36,2,305.03,-215.97,4
208,5,0,120.0,216.84,474.39,-39836.29,-19964.82,1,8.79,-49.46,5
209,1,4,270.0,400.00,500.00,93.69,36.84,1,0.00,0.00,1
209,2,0,330.0,381.13,463.16,41.66,27.12,1,103.15,9.71,2
209,4,3,150.0,484.62,472.88,64.49,27.15,1,5.56,-43.51,3
209,5,2,60.0,479.31,429.34,107.58,29.12,2,47.99,-38.33,4
210,1,1,180.0,400.00,500.00,79.15,25.93,1,0.00,0.00,1
210,3,2,60.0,402.71,474.07,45.98,25.94,1,72.31,-7.17,2
210,4,0,240.0,474.48,466.89,62.51,25.94,1,0.15,-46.66,3
211,1,0,0.0,400.00,500.00,80.71,26.57,1,0.00,0.00,1
211,3,4,0.0,402.43,473.43,28.66,26.59,1,156.96,-15.69,2
211,4,3,240.0,559.22,457.72,81.19,26.59,2,55.69,-4.31,3
211,5,1,0.0,609.26,453.57,71.05,26.59,1,0.75,-59.95,4
212,1,4,120.0,400.00,500.00,90.81,35.40,1,0.00,0.00,1
212,2,1,180.0,413.13,464.60,36.04,25.24,1,112.05,10.16,2
212,3,2,120.0,299.81,474.76,73.61,25.20,2,46.60,-37.33,3
213,1,2,60.0,400.00,500.00,84.42,32.21,1,0.00,0.00,1
213,2,0,120.0,413.31,467.79,74.61,32.21,1,1.83,-47.23,2
213,3,3,90.0,411.57,420.56,87.44,32.25,1,11.86,-66.45,3
214,1,0,120.0,400.00,500.00,77.85,24.81,1,0.00,0.00,1
214,3,4,30.0,398.22,475.19,38.45,24.17,1,83.97,-15.48,2
214,4,3,330.0,493.33,460.35,69.94,24.17,2,49.60,-42.38,3
214,5,1,60.0,443.53,417.92,21.02,24.15,1,230.64,55.75,4
215,1,2,120.0,400.00,500.00,82.82,31.41,1,0.00,0.00,1
215,2,0,30.0,411.07,468.59,39.40,28.68,1,137.07,2.76,2
